offer_result,offer_semester,offer_college_name,offer_professional,user_under_school,user_under_gpa,user_under_subject,user_graduate_school,user_graduate_gpa,user_graduate_subject
Offer,2021 Fall,Technical University of Denmark,Artificial Intelligence,211 & 985,91.6，2/13,other,USC,4.0,ADS
AD无奖,2021 Fall,University of Copenhagen,Computer Science,211 & 985,3.81/4.0     90.5/100,other,,,
Offer,2021 Fall,Aalto University,"machine learning, data science and artificial intelligence",211 & 985,3.81/4.0     90.5/100,other,,,
Offer,2021 Fall,Xi’an Jiaotong-liverpool University,Computer Science,双非,80/100,other,,,
Offer,2021 Fall,Newcastle University,Computer Science,双非,80/100,other,,,
被拒,2021 Fall,University of Leeds,Computer Science,双非,80/100,other,,,
Offer,2021 Fall,University Leiden,Computer Science,双非,80/100,other,,,
被拒,2021 Fall,University of York,Computer Science,双非,80/100,other,,,
Offer,2021 Fall,University of Copenhagen,Computer Science,985,85.04,other,,,
AD无奖,2021 Fall,Australian National University,Computing,211,88.9,other,,,
被拒,2021 Fall,University of Toronto,Computer Science,哈工大,89.5(8/50)    GPA：3.67（3/50）,other,,,
AD无奖,2021 Fall,VU University Amsterdam 阿姆斯特丹自由大学,Artificial Intelligence 人工智能, 哈尔滨工业大学（威海）,89.85 12/116,other,,,
AD无奖,2021 Fall,KU Leuven,Computer Science,Sorbonne Universite,15/20,other,,,
AD无奖,2021 Fall,University Leiden,Computer Science,211 & 985,83.35,other,,,
Offer,2021 Fall,Technical University of Denmark,human centered artificial intelligence,双非,84.9,other,,,
Offer,2021 Fall,Virginia Tech,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,other,,,
Offer,2021 Fall,University of Alberta,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,other,,,
Offer,2021 Fall,Nanyang Technological University,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,other,,,
AD无奖,2021 Fall,Delft University of Technology,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,other,,,
AD无奖,2021 Fall,University of the Incarnate Word,Computer Science,中国民航大学,3.24/4,other,香港理工大学,,
Offer,2021 Fall,University of Leeds,Computer Science,双非,3.4,other,,,
AD无奖,2021 Fall,KU Leuven,Computer Science,211 & 985,"89.1/100, 3.96/4.0（算法较水）",other,,,
AD无奖,2021 Fall,KU Leuven,Computer Science,211 & 985,"89.1/100, 3.96/4.0（算法较水）",other,,,
AD无奖,2021 Fall,University of Twente,computer science,中国民航大学,3.24/4,other,,,
被拒,2021 Fall,Stanford University,Computational and Applied Mathematics,清华/北大/中科大,3.6/4.0,other,,,
AD小奖,2021 Fall,Imperial College London,Computational and Applied Mathematics,清华/北大/中科大,3.6/4.0,other,,,
被拒,2021 Fall,University of Copenhagen,Computer Science,985,3.2,other,,,
AD无奖,2021 Fall,Memorial University,Master of Applied Science (Computer Engineering),双非一本,3.25/4,other,,,
AD无奖,2021 Fall,Bishops University,Computer Science,双非一本,3.25/4,other,,,
被拒,2021 Fall,University of British Columbia,Electricial and Computer Engineering,211 & 985,GPA：86.76/100  排名：4/217,other,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,GPA：84.64/100,机械电子工程
AD无奖,2021 Fall,Delft University of Technology,Computer Science,211 & 985,90/100 8%,other,,,
AD无奖,2021 Fall,KU Leuven,Computer Science,四川大学,3.8/4.0,other,,,
AD无奖,2021 Fall,Delft University of Technology,Computer Science,211 & 985,87.6,other,,,
AD无奖,2021 Fall,VU University Amsterdam,Computer Science,211 & 985,87.6,other,,,
AD无奖,2021 Fall,KU Leuven,Computer Science,211 & 985,87.6,other,,,
被拒,2021 Fall,University of Copenhagen,Computer Science,C9,85,other,,,
被拒,2021 Fall,University of Copenhagen,Computer Science,211,3.2 2/16,other,,,
AD无奖,2021 Fall,University of Helsinki,Computer Science,211,3.2 2/16,other,,,
被拒,2021 Fall,University of Stuttgart,Computer Science,211,3.2 2/16,other,,,
被拒,2021 Fall,Aarhus University,Computer Science,211,3.2 2/16,other,,,
AD无奖,2021 Fall,Politecnico di Milano,Computer Science,211,3.2 2/16,other,,,
AD无奖,2021 Fall,Technical University of Denmark,Computer Software Engineering,211,3.2 2/16,other,,,
AD无奖,2021 Fall,Chalmers University of Technology,Computer Science,211,3.2 2/16,other,,,
AD无奖,2021 Fall,Nanyang Technological University,Master of Science in Artificial Intelligence,澳八大,6.4/7.0,other,,,
Offer,2021 Fall,Nanyang Technological University,Computer Science,211 & 985,GPA3.6+,other,211 & 985,GPA3.6+,信息与通信工程
Offer,2021 Fall,City University of Hong Kong,Computer Science（PhD）,211 & 985,"GPA: 88/100,  Rank: 5%",other,,,
Waiting list,2021 Fall,The Chinese University of Hong Kong,Division of Computer Science &amp; Engineering,211 & 985,"GPA: 88/100,  Rank: 5%",other,,,
AD无奖,2021 Fall,Technical University of Denmark 丹麦科技大学,Computer Software Engineering 计算机软件工程,双非,86.46 1／112,other,,,
被拒,2021 Fall,University of Copenhagen 哥本哈根大学,Computer Science 计算机科学,双非,86.46 1／112,other,,,
AD无奖,2021 Fall,Aarhus University 奥尔胡斯大学,Computer Science 计算机科学,双非,86.46 1／112,other,,,
AD无奖,2021 Fall,University of Amsterdam,Computer Science,bupt/qmul,overall：84.8  major：88+,other,,,
AD无奖,2021 Fall,VU University Amsterdam,Computer Science,bupt/qmul,overall：84.8  major：88+,other,,,
AD无奖,2021 Fall,Aalto University 阿尔托大学,Computer Science 计算机科学,bupt/qmul,overall：84.8  major：88+,other,,,
被拒,2021 Fall,University of Copenhagen 哥本哈根大学,computer science,bupt/qmul,overall：84.8  major：88+,other,,,
AD无奖,2021 Fall,Royal Institute of Technology,Computer Software Engineering,bupt/qmul,overall：84.8  major：88+,other,,,
Offer,2021 Fall,The Chinese University of Hong Kong,Computer Science(MSc)（FT / PT）,吉林大学,87.6,other,,,
AD小奖,2021 Fall,University of Alberta,Electrical and Computer Engineering,211 & 985,2.79/4.3,other,香港城市大学,3.82/4.3,材料科学与工程
AD无奖,2021 Fall,University of Glasgow,Software Development,211 & 985,82,other,,,
AD无奖,2021 Fall,"Queen Mary, University of London",Computer Science,211 & 985,82,other,,,
AD无奖,2021 Fall,University of Birmingham,Computer Science,211 & 985,82,other,,,
Offer,2021 Fall,University of Bath,Computer Science,211 & 985,82,other,,,
Offer,2021 Fall,University of Liverpool,Computer Science,211 & 985,82,other,,,
被拒,2021 Fall,The University of Manchester,Computer Science,211 & 985,82,other,,,
被拒,2021 Fall,Imperial College London,Computer Science,211 & 985,82,other,,,
AD无奖,2021 Fall,Cardiff University,computing,211 & 985,82,other,,,
AD无奖,2021 Fall,Newcastle University,Computer Science,211 & 985,82,other,,,
AD无奖,2021 Fall,The University of Hong Kong,Computer Science（MSc）（FT / PT）,211 & 985,82,other,,,
被拒,2021 Fall,University of Bristol,Computer Science conversion (MSc),211 & 985,82,other,,,
被拒,2021 Fall,McGill University,Computer Science,211,"3.61, 87/100",other,,,
Offer,2021 Fall,Northeastern University,Computer Science,211,"3.61, 87/100",other,,,
AD无奖,2021 Fall,Simon Fraser University,Professional Computer Science (big data),211,"3.61, 87/100",other,,,
被拒,2021 Fall,University of Alberta,Electrical and Computer Engineering,211,"3.61, 87/100",other,,,
AD无奖,2021 Fall,University of Alberta,Computer Science - Multimedia,211,"3.61, 87/100",other,,,
AD无奖,2021 Fall,University of Waterloo,Electrical and Computer Engineering,211,"3.61, 87/100",other,,,
被拒,2021 Fall,City University of Hong Kong,Computer Science（MSc）（FT / PT）,浙传,86+,other,,,
Offer,2021 Fall,The Hong Kong Polytechnic University,Department of Computing,,,other,,,
AD无奖,2021 Fall,Aarhus University,Computer Science,哈尔滨理工大学,82（前10%）,other,,,
AD无奖,2021 Fall,VU University Amsterdam,Computer Security,211,3.8/5.0,other,,,
Offer,2021 Fall,Technical University of Denmark,Computer Science,青岛某一本,86,other,,,
AD无奖,2021 Fall,Delft University of Technology,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,3.6,other,,,
AD无奖,2021 Fall,KU Leuven,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,3.6,other,,,
AD无奖,2021 Fall,Eindhoven University of Technology,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,3.6,other,,,
被拒,2021 Fall,Texas A&amp;M University,Computer Science,211 & 985,85.2,other,,,
被拒,2021 Fall,Carleton University,Computer Science,211 & 985,85.2,other,,,
AD无奖,2021 Fall,Memorial University,Computer Engineering,211 & 985,85.2,other,,,
AD无奖,2021 Fall,Dalhousie University,Computer Science,211 & 985,85.2,other,,,
被拒,2021 Fall,University of Calgary,Computer Science,211,2.8,other,211,3.7,社会学
Offer,2021 Fall,Wilfrid Laurier University,Computer Science,211,2.8,other,211,3.7,社会学
Offer,2021 Fall,University of Ontario Institute of Technology,Computer Science,211,2.8,other,211,3.7,社会学
Offer,2021 Fall,Carleton University,Computer Science,211,2.8,other,211,3.7,社会学
AD无奖,2021 Fall,The Chinese University of Hong Kong,Computer Science(MSc)（FT / PT）,211,87（3.6）,other,,,
AD无奖,2021 Fall,Aarhus University,Computer Science,211,87（3.6）,other,,,
AD无奖,2021 Fall,University of Glasgow,Computer Science,211,87（3.6）,other,,,
AD无奖,2021 Fall,Eindhoven University of Technology,Computer Science and Engineering,211,87（3.6）,other,,,
AD无奖,2021 Fall,University of Copenhagen,Computer Science,211,87（3.6）,other,,,
被拒,2021 Fall,Aalto University,Computer Science,211,87（3.6）,other,,,
被拒,2021 Fall,The University of Manchester,Computer Science,211,87（3.6）,other,,,
AD无奖,2021 Fall,University Leiden,Computer Science-Data Science,211,87（3.6）,other,,,
AD无奖,2021 Fall,VU University Amsterdam,Computer Science（joint degree）,211,87（3.6）,other,,,
被拒,2021 Fall,The Hong Kong University of Science and Technology,Department of Computer Science and Engineering,211,87（3.6）,other,,,
Offer,2021 Fall,The University of Nottingham,human computer interaction,双非,83,other,,,
AD无奖,2021 Fall,The Chinese University of Hong Kong,Computer Science(MSc)（FT / PT）,211,86.23,other,,,
Offer,2021 Fall,University Leiden,Computer Science-Artificial Intelligence,双非一本,84.4(top 15%),other,,,
被拒,2021 Fall,University of Twente,Computer Science,双非一本,84.4(top 15%),other,,,
AD无奖,2021 Fall,Utrecht University,Computer Science,双非一本,84.4(top 15%),other,,,
AD无奖,2021 Fall,VU University Amsterdam,Computer Science,双非一本,84.4(top 15%),other,,,
Offer,2021 Fall,University of Amsterdam,Computer Science,双非一本,84.4(top 15%),other,,,
AD无奖,2021 Fall,Swiss Federal Institute of Technology in Zurich,Computer Science,美本,3.9+,other,,,
Offer,2021 Fall,University College Dublin,Electronic and Computer Engineering,双非,86,other,,,
AD无奖,2021 Fall,University of Toronto,Computer Science - MScAC,哈工大,89.5(8/50) GPA：3.67（3/50）,other,,,
AD小奖,2021 Fall,University of Oulu,Computer Science and Engineering,双非,3.20/4.00,other,,,
AD无奖,2021 Fall,Technische Universität München,Computational Mechanics,211 & 985,89.6,other,,,
AD无奖,2021 Fall,"The Chinese University of Hong Kong, Shengzhen",Computer Science,211 & 985,加权均分87，排名10/30,other,,,
AD无奖,2021 Fall,Nanyang Technological University,Artificial Intelligence,211 & 985,加权均分87，排名10/30,other,,,
AD无奖,2021 Fall,Bishops University,Computer Science,211,<80%,other,211 & 985,87%,生物类
Offer,2021 Fall,The Chinese University of Hong Kong,Comparative and Public History(MA)（FT / PT）,211,3.86/5.00,other,,,
AD无奖,2021 Fall,University of California - Los Angeles,Electrical and Computer Engineering,211 & 985,3.57/4.0 31/200,other,,,
AD无奖,2021 Fall,University of Michigan - Ann Arbor,Electrical and Computer Engineering,211 & 985,3.57/4.0 31/200,other,,,
被拒,2021 Fall,École Polytechnique Fédérale de Lausanne,Computer Science,,88,other,,,
被拒,2021 Fall,Delft University of Technology,Computer Science,,88,other,,,
被拒,2021 Fall,Chalmers University of Technology,Computer Software Engineering,,88,other,,,
被拒,2021 Fall,Imperial College London,advanced computing,,88,other,,,
被拒,2021 Fall,Royal Institute of Technology,Computer Software Engineering,,88,other,,,
Offer,2021 Fall,Trinity College Dublin,Computer Science - Augmented and Virtual Reality,211 & 985,3.4/4 (84.5/100),other,,,
Offer,2021 Fall,VU University Amsterdam,Computer Science,211 & 985,3.4/4 (84.5/100),other,,,
Offer,2021 Fall,Eindhoven University of Technology,Computer Science Engineer,211 & 985,3.4/4 (84.5/100),other,,,
Offer,2021 Fall,Northeastern University,Software Engineer System,211 & 985,3.4/4 (84.5/100),other,,,
Offer,2021 Fall,"Purdue University, West Lafayette",Computer Graphics Technology,211 & 985,3.4/4 (84.5/100),other,,,
被拒,2021 Fall,Northeastern University,Computer Science,211 & 985,3.4/4 (84.5/100),other,,,
Offer,2021 Fall,University of Glasgow,Computer Science,211 & 985,3.4/4 (84.5/100),other,,,
Offer,2021 Fall,University of Twente,Computer Science,211 & 985,3.4/4 (84.5/100),other,,,
Offer,2021 Fall,University of Iowa,Computer Science,211 & 985,88.6/10,other,,,
AD小奖,2021 Fall,Technical University of Madrid,Human Computer Interaction Design,211,84，11/64,other,,,
AD小奖,2021 Fall,University of Twente,Human Computer Interaction Design,211,84，11/64,other,,,
被拒,2021 Fall,University of Copenhagen,Computer Science,211,84，11/64,other,,,
AD无奖,2021 Fall,Utrecht University,Human-Computer Interaction,211,84，11/64,other,,,
被拒,2021 Fall,Aalto University,Human Computer Interaction,211,84，11/64,other,,,
被拒,2021 Fall,University Leiden,Computer Science,211,84，11/64,other,,,
被拒,2021 Fall,Technical University of Denmark,Human-Centered Artificial Intelligence,211,84，11/64,other,,,
被拒,2021 Fall,University of Edinburgh 爱丁堡大学,Computer Science 计算机科学,211 & 985,86.22/100.00 && 3.75/4.00,other,,,
Offer,2021 Fall,The University of Hong Kong,Computer Science (Cyber Security Stream),211 & 985,86.22/100.00 && 3.75/4.00,other,,,
Offer,2021 Fall,The Chinese University of Hong Kong,Computer Science(MSc)（FT / PT）,211 & 985,86.22/100.00 && 3.75/4.00,other,,,
Offer,2021 Fall,Kings College London,Advanced Computing,211 & 985,86.22/100.00 && 3.75/4.00,other,,,
被拒,2021 Fall,University of Oxford,Comparative and international education,Ohio State University,3.98/4.0,other,,,
Offer,2021 Fall,University of Alberta,ECE-Software Engineering,211 & 985,91.82/100 3.81/4.0,other,,,
被拒,2021 Fall,University of Alberta,Computer Science,211 & 985,91.82/100 3.81/4.0,other,,,
Offer,2021 Fall,University of Ottawa,Computer Science,211 & 985,91.82/100 3.81/4.0,other,,,
AD无奖,2021 Fall,University of Amsterdam,computational science,华南农业大学,89/100,other,,,
AD无奖,2021 Fall,University of Groningen,Artificial Intelligence,华南农业大学,89/100,other,,,
AD无奖,2021 Fall,KU Leuven,Artificial Intelligence,华南农业大学,89/100,other,,,
AD无奖,2021 Fall,VU University Amsterdam,Artificial Intelligence,华南农业大学,89/100,other,,,
Offer,2021 Fall,University of Birmingham,Computer Science,湖南大学,81.5/100,other,,,
AD无奖,2021 Fall,Technical University of Denmark,Computational and Applied Mathematics,211,3.42,other,,,
AD无奖,2021 Fall,University of Birmingham,Computer Science,华北电力大学,81.57/100,other,,,
被拒,2021 Fall,University College London,Computer Science,双非,3.61/5,IS,,,
AD无奖,2021 Fall,Carnegie Mellon University,Computer Software Engineering,211 & 985,87.2,other,,,
AD无奖,2021 Fall,Delft University of Technology,Computer Science,211 & 985,87.2,other,,,
AD无奖,2021 Fall,University of California - Irvine,Computer Science,211 & 985,87.2,other,,,
AD无奖,2021 Fall,University of Victoria,Electrical and Computer Engieering,211 & 985,83.88,other,,,
被拒,2021 Fall,Swiss Federal Institute of Technology in Zurich,Computer Science,SJTU,"3.6, 87/100, rank 50%",other,,,
被拒,2021 Fall,Swiss Federal Institute of Technology in Zurich,Computer Science,SJTU,"3.6, 87/100, rank 50%",other,,,
被拒,2021 Fall,École Polytechnique Fédérale de Lausanne,Computer Science,SJTU,"3.6, 87/100, rank 50%",other,,,
Offer,2021 Fall,Georgia Institute of Technology,Computer Science,SJTU,"3.6, 87/100, rank 50%",other,,,
AD无奖,2021 Fall,University of Alberta,Computer Science,University of Alberta,3.6/4,other,,,
AD无奖,2021 Fall,University of Groningen,Artificial Intelligence,双非,89,other,,,
AD无奖,2021 Fall,Technical University of Denmark,Human-Centered Artificial Intelligence,双非,3.22/5.0,other,,,
被拒,2021 Fall,University of St Andrews,Human Computer Interaction,双非,3.22/5.0,other,,,
AD无奖,2021 Fall,Uppsala University,human-computer interaction,双非,3.22/5.0,other,,,
AD无奖,2021 Fall,Delft University of Technology,Computer Science,211,90/100，4.15/5.00,other,,,
AD无奖,2021 Fall,University of Twente,Computer Science,211,90/100，4.15/5.00,other,,,
被拒,2021 Fall,Dalhousie University,Applied Computer Science,211 & 985,80/100,other,,,
AD无奖,2021 Fall,University of Ottawa,Electrical and Compute Engineering,211 & 985,80/100,other,,,
被拒,2021 Fall,Lakehead University,Computer Science by project,211 & 985,80/100,other,,,
被拒,2021 Fall,Western University,Computer Science,211 & 985,80/100,other,,,
被拒,2021 Fall,University of New Brunswick,Computer Science by Coursework,211 & 985,80/100,other,,,
被拒,2021 Fall,University of Alberta,Computer Science by Coursework,211 & 985,80/100,other,,,
被拒,2021 Fall,University of Alberta,Electrical and Computer Engineering,211 & 985,83.88,other,,,
Offer,2021 Fall,University of St Andrews,Human-Computer Interaction,211,87,other,,,
Offer,2021 Fall,Kings College London,Comparative Literature,,,other,,,
被拒,2021 Fall,University of Calgary,Computer Science,985,后两年75，四年79,other,,,
AD无奖,2020 Fall,Nanyang Technological University,Computer Control & Automation,双非,~30%,other,,,
被拒,2021 Fall,Northeastern University,Computer Science Align,清华大学,WES 3.88,other,,,
AD无奖,2021 Fall,University of California - San Diego,Electrical and Computer Engineering,985&211,89.5/3.69,other,,,
AD无奖,2021 Fall,University of Amsterdam,Artificial Intelligence,双非,85/100,other,,,
AD无奖,2021 Fall,University of St Andrews,Human Computer Interaction,双非,3.5/4,other,,,
AD无奖,2021 Fall,VU University Amsterdam,Computer Science (Big Data Engineering Track),211,84.5/100,other,,,
Offer,2021 Fall,Queen Mary University of London,Computing and Information Systems,211,GPA 3.34/4,other,,,
Offer,2021 Fall,The University of Nottingham,Computer Science,211,GPA 3.34/4,other,,,
被拒,2021 Fall,The University of Sheffield,Computer Science with Speech and Language Processing,211,GPA 3.34/4,other,,,
被拒,2021 Fall,University of Bath,Computer Science,211,GPA 3.34/4,other,,,
Offer,2021 Fall,Cardiff University,Computing,211,GPA 3.34/4,other,,,
被拒,2021 Fall,Concordia University,Computer Software Engineering,双非,84/100,other,,,
Offer,2021 Fall,Nanyang Technological University,Artificial Intelligence,海本,2:1,other,,,
AD无奖,2021 Fall,University College London,Scientific and Data Intensive Computing,211 & 985,88,other,,,
Offer,2021 Fall,University of California - San Diego,Comparative Literature,北京大学,3.7/4.0，top 10%,other,某跳板项目,3.97/4.0,
Offer,2021 Fall,University of Twente,Computer Science,双非,3.5/4,other,,,
Offer,2021 Fall,Lehigh University,Computer Engineering,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,other,双非,,计算机科学与技术
被拒,2021 Fall,Northeastern University,align computer science,211,3.05（82.67）/4.33；20/75,other,,,
AD无奖,2021 Fall,Kings College London,Artificial Intelligence,211,88,other,,,
被拒,2021 Fall,University of British Columbia,Electrical &amp; Computer Engineering,211 & 985,86/100 3.7/4.0(学校水算法),other,,,
被拒,2021 Fall,University of Southern California,Computer Science,211 & 985,86/100 3.7/4.0(学校水算法),other,,,
AD无奖,2021 Fall,The University of Manchester,Advanced Computer Science,211 & 985,86/100 3.7/4.0(学校水算法),other,,,
AD无奖,2021 Fall,VU University Amsterdam &amp; University of Amsterdam,Computer Science,211 & 985,86/100 3.7/4.0(学校水算法),other,,,
被拒,2021 Fall,Rice University,Computer Science,211 & 985,86/100 3.7/4.0(学校水算法),other,,,
AD无奖,2021 Fall,University of Waterloo,Electrical & Computer Engineering,211 & 985,86/100 3.7/4.0(学校水算法),other,,,
被拒,2021 Fall,University of Illinois at Urbana-Champaign,Electrical and Computer Engineering,211 & 985,86/100 3.7/4.0(学校水算法),other,,,
AD无奖,2021 Fall,Northeastern University,Computer Science,211 & 985,86/100 3.7/4.0(学校水算法),other,,,
被拒,2021 Fall,Western University,Computer Science,211 & 985,86/100 3.7/4.0(学校水算法),other,,,
被拒,2021 Fall,University of Alberta,Computer Science,211 & 985,86/100 3.7/4.0(学校水算法),other,,,
AD无奖,2021 Fall,Concordia University,Computer Software Engineering,211 & 985,86/100 3.7/4.0(学校水算法),other,,,
被拒,2021 Fall,Simon Fraser University,Computer Science,211 & 985,86/100 3.7/4.0(学校水算法),other,,,
被拒,2021 Fall,New York University,Computer Science,211 & 985,86/100 3.7/4.0(学校水算法),other,,,
AD无奖,2021 Fall,New York University,Computer Engineering,211 & 985,86/100 3.7/4.0(学校水算法),other,,,
被拒,2021 Fall,Delft University of Technology,Computer Science,211 & 985,86/100 3.7/4.0(学校水算法),other,,,
AD无奖,2021 Fall,University of California - Irvine,Computer Science,211 & 985,86/100 3.7/4.0(学校水算法),other,,,
AD无奖,2021 Fall,University of Ottawa,Computer Science,211 & 985,86/100 3.7/4.0(学校水算法),other,,,
Offer,2021 Fall,Rice University,Computer Science,211 & 985,3.74,other,,,
AD无奖,2021 Fall,University of Waterloo,Electrical and Computer Engineering,211 & 985,83.88,other,,,
AD无奖,2021 Fall,University of Bristol,Computer Science (conversion),双非,3.9/5,other,,,
AD无奖,2021 Fall,Rice University,Computer Science,211 & 985,3.93/4.0    90.9/100    3/163,other,,,
Offer,2021 Fall,The Chinese University of Hong Kong,Comparative and Public History,211,3.73/4,other,,,
Offer,2021 Fall,The Chinese University of Hong Kong 香港中文大学,Computer Science 计算机科学,985,3.2/4.0,other,,,
被拒,2021 Fall,University of Alberta,Computer Science,C9,85/100,other,,,
被拒,2021 Fall,Johns Hopkins University,Computer Science,C9,85/100,other,,,
AD无奖,2021 Fall,Vanderbilt University,Computer Science,C9,85/100,other,,,
被拒,2021 Fall,National University of Singapore,Computer Science,C9,85/100,other,,,
被拒,2021 Fall,University of California - Irvine,Computer Science,C9,85/100,other,,,
AD小奖,2021 Fall,Emory University,Computer Science,C9,85/100,other,,,
被拒,2021 Fall,Delft University of Technology,Computer Science,C9,85/100,other,,,
被拒,2021 Fall,NYU Polytechnic School of Engineering,Computer Science,C9,85/100,other,,,
被拒,2021 Fall,City University of Hong Kong,Computer Science（MSc）（FT / PT）,理工类211,GPA 86/100,other,,,
被拒,2021 Fall,The Chinese University of Hong Kong,Computer Science(MSc)（FT / PT）,理工类211,GPA 86/100,other,,,
Offer,2021 Fall,Imperial College London,advanced composite,宁波诺丁汉大学,73英制均分,other,,,
AD无奖,2021 Fall,The University of Nottingham 诺丁汉大学,Human Computer Interaction,双非,均分82,other,,,
AD无奖,2022 Fall,Newcastle University,Computing,双非,均分82,other,,,
Offer,2021 Fall,University of Massachusetts - Amherst,Comparative Literature,,3.77/4.0  (1/46),other,美国某Top 10,3.87/4.0,Humanities
Waiting list,2021 Fall,The Pennsylvania State University,Comparative Literature,,3.77/4.0  (1/46),other,美国某Top 10,3.87/4.0,Humanities
Offer,2021 Fall,City University of Hong Kong,Computer Science（PhD）,985211,,other,985211,,通信
AD无奖,2021 Fall,University Leiden,Computer Science|Data Science,211,85,other,,,
AD无奖,2021 Fall,University Leiden,Computer Science,211,84/100,other,,3.9,CS
Offer,2021 Fall,Australian National University,Machine Learning and Computer Vision,211,84/100,other,,3.9,CS
Offer,2021 Fall,Washington University in St. Louis,Computer Engineering Technician,211,84/100,other,,3.9,CS
被拒,2021 Fall,Delft University of Technology,Computer Science,211,84/100,other,,3.9,CS
被拒,2021 Fall,University of Bristol,Computer Science,双非,88.7,other,,,
Offer,2021 Fall,University of Glasgow,Software Development,双非,88.7,other,,,
Offer,2021 Fall,The University of Nottingham,Computer Science,双非,88.7,other,,,
Offer,2021 Fall,University of St Andrews,Computing and Information Technology,双非,88.7,other,,,
Offer,2021 Fall,University of Birmingham,Computer Science,双非,88.7,other,,,
被拒,2021 Fall,University College London,Computer Science,双非,88.7,other,,,
AD无奖,2021 Fall,delft,quantum device and quantum computer, 武汉大学,3.85/4,other,,,
Offer,2021 Spring,The University of Melbourne,Computer Science,双非,91/100,other,,,
AD小奖,2021 Fall,Higher School of Economics,Comparative Social Studies,双非,3.97/5,other,,,
Offer,2021 Fall,University of Leeds,Advanced Computer Science,211,85/100,other,,,
AD无奖,2021 Fall,University of Ottawa 渥太华大学,Electrical and Computer Engineering 电子和计算机工程,211,87.75/100 3.67/4,other,,,
AD无奖,2021 Fall,Eindhoven University of Technology 埃因霍温理工大学,Electrical and Computer Engineering 电子和计算机工程,211 & 985,89.15/100    2,other,,,
AD无奖,2021 Fall,University of Michigan - Ann Arbor,Electrical and Computer Engineering,211 & 985,3.57/4.0 31/200,other,,,
Offer,2021 Fall,The Chinese University of Hong Kong 香港中文大学,Computer Science 计算机科学,华东师范大学,3.38/4.0,other,,,
Offer,2021 Fall,Imperial College London 伦敦帝国理工学院,Advanced Computational Methods for Aeronautics Flow Management&amp;Flow Structure Interaction,211 & 985,86.8,other,,,
Offer,2021 Fall,Trinity College Dublin,Computer Science - Augmented and Virtual Reality,211,86,other,,,
Offer,2021 Fall,The University of Manchester,ACS: Artificial Intelligence,211,86,other,,,
Offer,2021 Fall,University Of Southampton 南安普顿大学,Aerodynamics and Computation,211 & 985,86.8,other,,,
被拒,2021 Fall,Carleton University,Electrical and Computer (Software Engineering),双非,3.18/4.0,other,211,86/100,控制科学，模式识别与智能系统
被拒,2021 Fall,York University,Computer Science,双非,3.18/4.0,other,211,86/100,控制科学，模式识别与智能系统
被拒,2021 Fall,University of British Columbia,Electrical &amp; Computer Engineering,双非,3.18/4.0,other,211,86/100,控制科学，模式识别与智能系统
被拒,2021 Fall,University of Alberta,"Master of Engineering (Crse) in Electrical and Computer Engineering, Software Eng And Intelligent Sy",双非,3.18/4.0,other,211,86/100,控制科学，模式识别与智能系统
AD无奖,2021 Fall,University of Windsor,MEng-Electrical Computer Engg,双非,3.18/4.0,other,211,86/100,控制科学，模式识别与智能系统
被拒,2021 Fall,University of Ottawa,"Master of Engineering, Electrical and Computer Engineering",双非,3.18/4.0,other,211,86/100,控制科学，模式识别与智能系统
AD无奖,2021 Fall,University of Waterloo,electrical and computer engineering,双非,3.18/4.0,other,211,86/100,控制科学，模式识别与智能系统
被拒,2021 Fall,McMaster University,MENG Elec &amp; Comp Engineering CRP,双非,3.18/4.0,other,211,86/100,控制科学，模式识别与智能系统
被拒,2021 Fall,Memorial University,MENG - Engineering (Computer),双非,3.18/4.0,other,211,86/100,控制科学，模式识别与智能系统
Offer,2021 Fall,The University of Hong Kong,Computer Science（MSc）（FT / PT）,211 & 985,86.22/100 GPA3.75,other,,,
Offer,2021 Fall,The University of Sydney,Software Engineering,211 & 985,84,other,,,
AD无奖,2021 Fall,The University of Auckland,Computer Science,211 & 985,81.96,other,,,
被拒,2021 Fall,Aalto University,Computer Science,211 & 985,81.96,other,,,
被拒,2021 Fall,Aalto University,"Machine Learning, Data Science and Artificial Intelligence",211 & 985,81.96,other,,,
被拒,2021 Fall,University of Edinburgh,Artificial Intelligence,211 & 985,81.96,other,,,
Waiting list,2021 Fall,University of St Andrews,Computer Science,211 & 985,81.96,other,,,
AD无奖,2021 Fall,University of Helsinki,Computer Science,211 & 985,81.96,other,,,
Waiting list,2021 Fall,Royal Institute of Technology,Computer Science,211 & 985,81.96,other,,,
Waiting list,2021 Fall,University of St Andrews,Artificial Intelligence,211 & 985,81.96,other,,,
被拒,2021 Fall,The University of Hong Kong,Department of Comparative Literature,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,3.77,other,,,
